"object_type","schema_name","object_name","column_name","data_type","is_nullable","related_object_name","description"
"CHECK","auth","users","null","null","null","null","users_email_change_confirm_status_check"
"CHECK","auth","users","null","null","null","null","16488_16489_35_not_null"
"CHECK","auth","users","null","null","null","null","16488_16489_33_not_null"
"CHECK","public","comment_votes","null","null","null","null","2200_34587_4_not_null"
"CHECK","public","comment_votes","null","null","null","null","2200_34587_1_not_null"
"CHECK","public","comment_votes","null","null","null","null","2200_34587_2_not_null"
"CHECK","public","comment_votes","null","null","null","null","2200_34587_3_not_null"
"CHECK","public","comments","null","null","null","null","2200_29764_5_not_null"
"CHECK","public","comments","null","null","null","null","2200_29764_1_not_null"
"CHECK","public","comments","null","null","null","null","2200_29764_2_not_null"
"CHECK","public","comments","null","null","null","null","2200_29764_3_not_null"
"CHECK","public","conversation_participants","null","null","null","null","2200_29704_3_not_null"
"CHECK","public","conversation_participants","null","null","null","null","2200_29704_1_not_null"
"CHECK","public","conversation_participants","null","null","null","null","2200_29704_2_not_null"
"CHECK","public","conversations","null","null","null","null","2200_29695_1_not_null"
"CHECK","public","friendships","null","null","null","null","different_users"
"CHECK","public","friendships","null","null","null","null","different_users"
"CHECK","public","friendships","null","null","null","null","2200_29814_3_not_null"
"CHECK","public","friendships","null","null","null","null","2200_29814_2_not_null"
"CHECK","public","friendships","null","null","null","null","2200_29814_1_not_null"
"CHECK","public","group_members","null","null","null","null","2200_29654_3_not_null"
"CHECK","public","group_members","null","null","null","null","2200_29654_2_not_null"
"CHECK","public","group_members","null","null","null","null","2200_29654_1_not_null"
"CHECK","public","groups","null","null","null","null","2200_29643_2_not_null"
"CHECK","public","groups","null","null","null","null","2200_29643_1_not_null"
"CHECK","public","likes","null","null","null","null","2200_29789_2_not_null"
"CHECK","public","likes","null","null","null","null","2200_29789_1_not_null"
"CHECK","public","likes","null","null","null","null","like_belongs_to_one"
"CHECK","public","likes","null","null","null","null","like_belongs_to_one"
"CHECK","public","media","null","null","null","null","2200_29743_5_not_null"
"CHECK","public","media","null","null","null","null","media_belongs_to_one"
"CHECK","public","media","null","null","null","null","media_belongs_to_one"
"CHECK","public","media","null","null","null","null","2200_29743_4_not_null"
"CHECK","public","media","null","null","null","null","2200_29743_1_not_null"
"CHECK","public","messages","null","null","null","null","2200_29723_2_not_null"
"CHECK","public","messages","null","null","null","null","2200_29723_3_not_null"
"CHECK","public","messages","null","null","null","null","2200_29723_4_not_null"
"CHECK","public","messages","null","null","null","null","2200_29723_1_not_null"
"CHECK","public","notifications","null","null","null","null","2200_29836_7_not_null"
"CHECK","public","notifications","null","null","null","null","2200_29836_1_not_null"
"CHECK","public","notifications","null","null","null","null","2200_29836_2_not_null"
"CHECK","public","notifications","null","null","null","null","2200_29836_8_not_null"
"CHECK","public","notifications","null","null","null","null","2200_29836_3_not_null"
"CHECK","public","notifications","null","null","null","null","2200_29836_6_not_null"
"CHECK","public","notifications","null","null","null","null","2200_29836_4_not_null"
"CHECK","public","posts","null","null","null","null","2200_29674_1_not_null"
"CHECK","public","posts","null","null","null","null","2200_29674_2_not_null"
"CHECK","public","user_hidden_posts","null","null","null","null","2200_31115_1_not_null"
"CHECK","public","user_hidden_posts","null","null","null","null","2200_31115_2_not_null"
"CHECK","public","user_saved_posts","null","null","null","null","2200_31096_2_not_null"
"CHECK","public","user_saved_posts","null","null","null","null","2200_31096_1_not_null"
"CHECK","public","users","null","null","null","null","2200_29627_4_not_null"
"CHECK","public","users","null","null","null","null","2200_29627_1_not_null"
"CHECK","public","users","null","null","null","null","2200_29627_2_not_null"
"CHECK","public","users","null","null","null","null","2200_29627_3_not_null"
"CHECK","realtime","messages","null","null","null","null","16599_29256_8_not_null"
"CHECK","realtime","messages","null","null","null","null","16599_29256_9_not_null"
"CHECK","realtime","messages","null","null","null","null","16599_29256_10_not_null"
"CHECK","realtime","messages","null","null","null","null","16599_29256_3_not_null"
"CHECK","realtime","messages","null","null","null","null","16599_29256_4_not_null"
"CHECK","realtime","schema_migrations","null","null","null","null","16599_29095_1_not_null"
"CHECK","realtime","subscription","null","null","null","null","16599_29117_1_not_null"
"CHECK","realtime","subscription","null","null","null","null","16599_29117_2_not_null"
"CHECK","realtime","subscription","null","null","null","null","16599_29117_4_not_null"
"CHECK","realtime","subscription","null","null","null","null","16599_29117_5_not_null"
"CHECK","realtime","subscription","null","null","null","null","16599_29117_7_not_null"
"CHECK","realtime","subscription","null","null","null","null","16599_29117_8_not_null"
"CHECK","realtime","subscription","null","null","null","null","16599_29117_9_not_null"
"CHECK","storage","buckets","null","null","null","null","16536_16540_1_not_null"
"CHECK","storage","buckets","null","null","null","null","16536_16540_2_not_null"
"CHECK","storage","migrations","null","null","null","null","16536_16582_1_not_null"
"CHECK","storage","migrations","null","null","null","null","16536_16582_2_not_null"
"CHECK","storage","migrations","null","null","null","null","16536_16582_3_not_null"
"CHECK","storage","objects","null","null","null","null","16536_16555_1_not_null"
"CHECK","storage","s3_multipart_uploads","null","null","null","null","16536_29038_2_not_null"
"CHECK","storage","s3_multipart_uploads","null","null","null","null","16536_29038_1_not_null"
"CHECK","storage","s3_multipart_uploads","null","null","null","null","16536_29038_8_not_null"
"CHECK","storage","s3_multipart_uploads","null","null","null","null","16536_29038_6_not_null"
"CHECK","storage","s3_multipart_uploads","null","null","null","null","16536_29038_5_not_null"
"CHECK","storage","s3_multipart_uploads","null","null","null","null","16536_29038_4_not_null"
"CHECK","storage","s3_multipart_uploads","null","null","null","null","16536_29038_3_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_5_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_6_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_7_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_10_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_4_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_3_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_2_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_1_not_null"
"CHECK","storage","s3_multipart_uploads_parts","null","null","null","null","16536_29052_9_not_null"
"CHECK","vault","secrets","null","null","null","null","16949_16951_3_not_null"
"CHECK","vault","secrets","null","null","null","null","16949_16951_8_not_null"
"CHECK","vault","secrets","null","null","null","null","16949_16951_7_not_null"
"CHECK","vault","secrets","null","null","null","null","16949_16951_1_not_null"
"CHECK","vault","secrets","null","null","null","null","16949_16951_4_not_null"
"COLUMN","auth","audit_log_entries","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","audit_log_entries","id","uuid","NO","null","null"
"COLUMN","auth","audit_log_entries","instance_id","uuid","YES","null","null"
"COLUMN","auth","audit_log_entries","ip_address","character varying","NO","null","null"
"COLUMN","auth","audit_log_entries","payload","json","YES","null","null"
"COLUMN","auth","flow_state","auth_code","text","NO","null","null"
"COLUMN","auth","flow_state","auth_code_issued_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","flow_state","authentication_method","text","NO","null","null"
"COLUMN","auth","flow_state","code_challenge","text","NO","null","null"
"COLUMN","auth","flow_state","code_challenge_method","USER-DEFINED","NO","null","null"
"COLUMN","auth","flow_state","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","flow_state","id","uuid","NO","null","null"
"COLUMN","auth","flow_state","provider_access_token","text","YES","null","null"
"COLUMN","auth","flow_state","provider_refresh_token","text","YES","null","null"
"COLUMN","auth","flow_state","provider_type","text","NO","null","null"
"COLUMN","auth","flow_state","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","flow_state","user_id","uuid","YES","null","null"
"COLUMN","auth","identities","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","identities","email","text","YES","null","Auth: Email is a generated column that references the optional email property in the identity_data"
"COLUMN","auth","identities","id","uuid","NO","null","null"
"COLUMN","auth","identities","identity_data","jsonb","NO","null","null"
"COLUMN","auth","identities","last_sign_in_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","identities","provider","text","NO","null","null"
"COLUMN","auth","identities","provider_id","text","NO","null","null"
"COLUMN","auth","identities","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","identities","user_id","uuid","NO","null","null"
"COLUMN","auth","instances","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","instances","id","uuid","NO","null","null"
"COLUMN","auth","instances","raw_base_config","text","YES","null","null"
"COLUMN","auth","instances","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","instances","uuid","uuid","YES","null","null"
"COLUMN","auth","mfa_amr_claims","authentication_method","text","NO","null","null"
"COLUMN","auth","mfa_amr_claims","created_at","timestamp with time zone","NO","null","null"
"COLUMN","auth","mfa_amr_claims","id","uuid","NO","null","null"
"COLUMN","auth","mfa_amr_claims","session_id","uuid","NO","null","null"
"COLUMN","auth","mfa_amr_claims","updated_at","timestamp with time zone","NO","null","null"
"COLUMN","auth","mfa_challenges","created_at","timestamp with time zone","NO","null","null"
"COLUMN","auth","mfa_challenges","factor_id","uuid","NO","null","null"
"COLUMN","auth","mfa_challenges","id","uuid","NO","null","null"
"COLUMN","auth","mfa_challenges","ip_address","inet","NO","null","null"
"COLUMN","auth","mfa_challenges","otp_code","text","YES","null","null"
"COLUMN","auth","mfa_challenges","verified_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","mfa_challenges","web_authn_session_data","jsonb","YES","null","null"
"COLUMN","auth","mfa_factors","created_at","timestamp with time zone","NO","null","null"
"COLUMN","auth","mfa_factors","factor_type","USER-DEFINED","NO","null","null"
"COLUMN","auth","mfa_factors","friendly_name","text","YES","null","null"
"COLUMN","auth","mfa_factors","id","uuid","NO","null","null"
"COLUMN","auth","mfa_factors","last_challenged_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","mfa_factors","phone","text","YES","null","null"
"COLUMN","auth","mfa_factors","secret","text","YES","null","null"
"COLUMN","auth","mfa_factors","status","USER-DEFINED","NO","null","null"
"COLUMN","auth","mfa_factors","updated_at","timestamp with time zone","NO","null","null"
"COLUMN","auth","mfa_factors","user_id","uuid","NO","null","null"
"COLUMN","auth","mfa_factors","web_authn_aaguid","uuid","YES","null","null"
"COLUMN","auth","mfa_factors","web_authn_credential","jsonb","YES","null","null"
"COLUMN","auth","one_time_tokens","created_at","timestamp without time zone","NO","null","null"
"COLUMN","auth","one_time_tokens","id","uuid","NO","null","null"
"COLUMN","auth","one_time_tokens","relates_to","text","NO","null","null"
"COLUMN","auth","one_time_tokens","token_hash","text","NO","null","null"
"COLUMN","auth","one_time_tokens","token_type","USER-DEFINED","NO","null","null"
"COLUMN","auth","one_time_tokens","updated_at","timestamp without time zone","NO","null","null"
"COLUMN","auth","one_time_tokens","user_id","uuid","NO","null","null"
"COLUMN","auth","refresh_tokens","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","refresh_tokens","id","bigint","NO","null","null"
"COLUMN","auth","refresh_tokens","instance_id","uuid","YES","null","null"
"COLUMN","auth","refresh_tokens","parent","character varying","YES","null","null"
"COLUMN","auth","refresh_tokens","revoked","boolean","YES","null","null"
"COLUMN","auth","refresh_tokens","session_id","uuid","YES","null","null"
"COLUMN","auth","refresh_tokens","token","character varying","YES","null","null"
"COLUMN","auth","refresh_tokens","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","refresh_tokens","user_id","character varying","YES","null","null"
"COLUMN","auth","saml_providers","attribute_mapping","jsonb","YES","null","null"
"COLUMN","auth","saml_providers","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","saml_providers","entity_id","text","NO","null","null"
"COLUMN","auth","saml_providers","id","uuid","NO","null","null"
"COLUMN","auth","saml_providers","metadata_url","text","YES","null","null"
"COLUMN","auth","saml_providers","metadata_xml","text","NO","null","null"
"COLUMN","auth","saml_providers","name_id_format","text","YES","null","null"
"COLUMN","auth","saml_providers","sso_provider_id","uuid","NO","null","null"
"COLUMN","auth","saml_providers","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","saml_relay_states","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","saml_relay_states","flow_state_id","uuid","YES","null","null"
"COLUMN","auth","saml_relay_states","for_email","text","YES","null","null"
"COLUMN","auth","saml_relay_states","id","uuid","NO","null","null"
"COLUMN","auth","saml_relay_states","redirect_to","text","YES","null","null"
"COLUMN","auth","saml_relay_states","request_id","text","NO","null","null"
"COLUMN","auth","saml_relay_states","sso_provider_id","uuid","NO","null","null"
"COLUMN","auth","saml_relay_states","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","schema_migrations","version","character varying","NO","null","null"
"COLUMN","auth","sessions","aal","USER-DEFINED","YES","null","null"
"COLUMN","auth","sessions","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","sessions","factor_id","uuid","YES","null","null"
"COLUMN","auth","sessions","id","uuid","NO","null","null"
"COLUMN","auth","sessions","ip","inet","YES","null","null"
"COLUMN","auth","sessions","not_after","timestamp with time zone","YES","null","Auth: Not after is a nullable column that contains a timestamp after which the session should be regarded as expired."
"COLUMN","auth","sessions","refreshed_at","timestamp without time zone","YES","null","null"
"COLUMN","auth","sessions","tag","text","YES","null","null"
"COLUMN","auth","sessions","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","sessions","user_agent","text","YES","null","null"
"COLUMN","auth","sessions","user_id","uuid","NO","null","null"
"COLUMN","auth","sso_domains","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","sso_domains","domain","text","NO","null","null"
"COLUMN","auth","sso_domains","id","uuid","NO","null","null"
"COLUMN","auth","sso_domains","sso_provider_id","uuid","NO","null","null"
"COLUMN","auth","sso_domains","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","sso_providers","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","sso_providers","id","uuid","NO","null","null"
"COLUMN","auth","sso_providers","resource_id","text","YES","null","Auth: Uniquely identifies a SSO provider according to a user-chosen resource ID (case insensitive), useful in infrastructure as code."
"COLUMN","auth","sso_providers","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","aud","character varying","YES","null","null"
"COLUMN","auth","users","banned_until","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","confirmation_sent_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","confirmation_token","character varying","YES","null","null"
"COLUMN","auth","users","confirmed_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","created_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","deleted_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","email","character varying","YES","null","null"
"COLUMN","auth","users","email_change","character varying","YES","null","null"
"COLUMN","auth","users","email_change_confirm_status","smallint","YES","null","null"
"COLUMN","auth","users","email_change_sent_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","email_change_token_current","character varying","YES","null","null"
"COLUMN","auth","users","email_change_token_new","character varying","YES","null","null"
"COLUMN","auth","users","email_confirmed_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","encrypted_password","character varying","YES","null","null"
"COLUMN","auth","users","id","uuid","NO","null","null"
"COLUMN","auth","users","instance_id","uuid","YES","null","null"
"COLUMN","auth","users","invited_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","is_anonymous","boolean","NO","null","null"
"COLUMN","auth","users","is_sso_user","boolean","NO","null","Auth: Set this column to true when the account comes from SSO. These accounts can have duplicate emails."
"COLUMN","auth","users","is_super_admin","boolean","YES","null","null"
"COLUMN","auth","users","last_sign_in_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","phone","text","YES","null","null"
"COLUMN","auth","users","phone_change","text","YES","null","null"
"COLUMN","auth","users","phone_change_sent_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","phone_change_token","character varying","YES","null","null"
"COLUMN","auth","users","phone_confirmed_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","raw_app_meta_data","jsonb","YES","null","null"
"COLUMN","auth","users","raw_user_meta_data","jsonb","YES","null","null"
"COLUMN","auth","users","reauthentication_sent_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","reauthentication_token","character varying","YES","null","null"
"COLUMN","auth","users","recovery_sent_at","timestamp with time zone","YES","null","null"
"COLUMN","auth","users","recovery_token","character varying","YES","null","null"
"COLUMN","auth","users","role","character varying","YES","null","null"
"COLUMN","auth","users","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","extensions","pg_stat_statements","blk_read_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","blk_write_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","calls","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","dbid","oid","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_emission_count","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_emission_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_functions","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_generation_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_inlining_count","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_inlining_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_optimization_count","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","jit_optimization_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","local_blks_dirtied","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","local_blks_hit","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","local_blks_read","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","local_blks_written","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","max_exec_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","max_plan_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","mean_exec_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","mean_plan_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","min_exec_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","min_plan_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","plans","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","query","text","YES","null","null"
"COLUMN","extensions","pg_stat_statements","queryid","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","rows","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","shared_blks_dirtied","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","shared_blks_hit","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","shared_blks_read","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","shared_blks_written","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","stddev_exec_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","stddev_plan_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","temp_blk_read_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","temp_blk_write_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","temp_blks_read","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","temp_blks_written","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","toplevel","boolean","YES","null","null"
"COLUMN","extensions","pg_stat_statements","total_exec_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","total_plan_time","double precision","YES","null","null"
"COLUMN","extensions","pg_stat_statements","userid","oid","YES","null","null"
"COLUMN","extensions","pg_stat_statements","wal_bytes","numeric","YES","null","null"
"COLUMN","extensions","pg_stat_statements","wal_fpi","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements","wal_records","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements_info","dealloc","bigint","YES","null","null"
"COLUMN","extensions","pg_stat_statements_info","stats_reset","timestamp with time zone","YES","null","null"
"COLUMN","public","comment_vote_counts","comment_id","uuid","YES","null","null"
"COLUMN","public","comment_vote_counts","downvotes","bigint","YES","null","null"
"COLUMN","public","comment_vote_counts","score","bigint","YES","null","null"
"COLUMN","public","comment_vote_counts","upvotes","bigint","YES","null","null"
"COLUMN","public","comment_votes","comment_id","uuid","NO","null","null"
"COLUMN","public","comment_votes","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","comment_votes","id","uuid","NO","null","null"
"COLUMN","public","comment_votes","user_id","uuid","NO","null","null"
"COLUMN","public","comment_votes","vote_type","USER-DEFINED","NO","null","null"
"COLUMN","public","comments","content","text","NO","null","null"
"COLUMN","public","comments","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","comments","id","uuid","NO","null","null"
"COLUMN","public","comments","parent_id","uuid","YES","null","null"
"COLUMN","public","comments","post_id","uuid","NO","null","null"
"COLUMN","public","comments","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","comments","user_id","uuid","NO","null","null"
"COLUMN","public","conversation_participants","conversation_id","uuid","NO","null","null"
"COLUMN","public","conversation_participants","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","conversation_participants","id","uuid","NO","null","null"
"COLUMN","public","conversation_participants","user_id","uuid","NO","null","null"
"COLUMN","public","conversations","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","conversations","id","uuid","NO","null","null"
"COLUMN","public","conversations","is_group","boolean","YES","null","null"
"COLUMN","public","conversations","name","character varying","YES","null","null"
"COLUMN","public","conversations","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","feed_posts","avatar_url","text","YES","null","null"
"COLUMN","public","feed_posts","content","text","YES","null","null"
"COLUMN","public","feed_posts","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","feed_posts","group_id","uuid","YES","null","null"
"COLUMN","public","feed_posts","id","uuid","YES","null","null"
"COLUMN","public","feed_posts","privacy_level","USER-DEFINED","YES","null","null"
"COLUMN","public","feed_posts","search_vector","tsvector","YES","null","null"
"COLUMN","public","feed_posts","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","feed_posts","user_id","uuid","YES","null","null"
"COLUMN","public","feed_posts","username","character varying","YES","null","null"
"COLUMN","public","friendships","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","friendships","friend_id","uuid","NO","null","null"
"COLUMN","public","friendships","id","uuid","NO","null","null"
"COLUMN","public","friendships","status","USER-DEFINED","YES","null","null"
"COLUMN","public","friendships","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","friendships","user_id","uuid","NO","null","null"
"COLUMN","public","group_members","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","group_members","group_id","uuid","NO","null","null"
"COLUMN","public","group_members","id","uuid","NO","null","null"
"COLUMN","public","group_members","role","USER-DEFINED","YES","null","null"
"COLUMN","public","group_members","user_id","uuid","NO","null","null"
"COLUMN","public","groups","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","groups","description","text","YES","null","null"
"COLUMN","public","groups","id","uuid","NO","null","null"
"COLUMN","public","groups","name","character varying","NO","null","null"
"COLUMN","public","groups","privacy","USER-DEFINED","YES","null","null"
"COLUMN","public","groups","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","likes","comment_id","uuid","YES","null","null"
"COLUMN","public","likes","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","likes","id","uuid","NO","null","null"
"COLUMN","public","likes","post_id","uuid","YES","null","null"
"COLUMN","public","likes","user_id","uuid","NO","null","null"
"COLUMN","public","media","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","media","id","uuid","NO","null","null"
"COLUMN","public","media","media_type","USER-DEFINED","NO","null","null"
"COLUMN","public","media","message_id","uuid","YES","null","null"
"COLUMN","public","media","order_index","integer","YES","null","null"
"COLUMN","public","media","post_id","uuid","YES","null","null"
"COLUMN","public","media","url","text","NO","null","null"
"COLUMN","public","messages","content","text","NO","null","null"
"COLUMN","public","messages","conversation_id","uuid","NO","null","null"
"COLUMN","public","messages","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","messages","id","uuid","NO","null","null"
"COLUMN","public","messages","read","boolean","YES","null","null"
"COLUMN","public","messages","user_id","uuid","NO","null","null"
"COLUMN","public","notifications","actor_id","uuid","NO","null","null"
"COLUMN","public","notifications","content","text","NO","null","null"
"COLUMN","public","notifications","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","notifications","icon","text","YES","null","null"
"COLUMN","public","notifications","id","uuid","NO","null","null"
"COLUMN","public","notifications","read","boolean","YES","null","null"
"COLUMN","public","notifications","resource_id","uuid","NO","null","null"
"COLUMN","public","notifications","resource_type","character varying","NO","null","null"
"COLUMN","public","notifications","type","USER-DEFINED","NO","null","null"
"COLUMN","public","notifications","user_id","uuid","NO","null","null"
"COLUMN","public","posts","content","text","YES","null","null"
"COLUMN","public","posts","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","posts","group_id","uuid","YES","null","null"
"COLUMN","public","posts","id","uuid","NO","null","null"
"COLUMN","public","posts","privacy_level","USER-DEFINED","YES","null","null"
"COLUMN","public","posts","search_vector","tsvector","YES","null","null"
"COLUMN","public","posts","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","posts","user_id","uuid","NO","null","null"
"COLUMN","public","user_hidden_posts","hidden_at","timestamp with time zone","YES","null","null"
"COLUMN","public","user_hidden_posts","post_id","uuid","NO","null","null"
"COLUMN","public","user_hidden_posts","user_id","uuid","NO","null","null"
"COLUMN","public","user_profile_posts","comment_count","bigint","YES","null","null"
"COLUMN","public","user_profile_posts","content","text","YES","null","null"
"COLUMN","public","user_profile_posts","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","user_profile_posts","group_id","uuid","YES","null","null"
"COLUMN","public","user_profile_posts","id","uuid","YES","null","null"
"COLUMN","public","user_profile_posts","like_count","bigint","YES","null","null"
"COLUMN","public","user_profile_posts","privacy_level","USER-DEFINED","YES","null","null"
"COLUMN","public","user_profile_posts","search_vector","tsvector","YES","null","null"
"COLUMN","public","user_profile_posts","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","user_profile_posts","user_id","uuid","YES","null","null"
"COLUMN","public","user_saved_posts","post_id","uuid","NO","null","null"
"COLUMN","public","user_saved_posts","saved_at","timestamp with time zone","YES","null","null"
"COLUMN","public","user_saved_posts","user_id","uuid","NO","null","null"
"COLUMN","public","users","avatar_url","text","YES","null","null"
"COLUMN","public","users","bio","text","YES","null","null"
"COLUMN","public","users","created_at","timestamp with time zone","YES","null","null"
"COLUMN","public","users","email","character varying","NO","null","null"
"COLUMN","public","users","full_name","character varying","NO","null","null"
"COLUMN","public","users","id","uuid","NO","null","null"
"COLUMN","public","users","privacy_settings","jsonb","YES","null","null"
"COLUMN","public","users","theme","USER-DEFINED","YES","null","null"
"COLUMN","public","users","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","public","users","username","character varying","NO","null","null"
"COLUMN","realtime","messages","event","text","YES","null","null"
"COLUMN","realtime","messages","extension","text","NO","null","null"
"COLUMN","realtime","messages","id","uuid","NO","null","null"
"COLUMN","realtime","messages","inserted_at","timestamp without time zone","NO","null","null"
"COLUMN","realtime","messages","payload","jsonb","YES","null","null"
"COLUMN","realtime","messages","private","boolean","YES","null","null"
"COLUMN","realtime","messages","topic","text","NO","null","null"
"COLUMN","realtime","messages","updated_at","timestamp without time zone","NO","null","null"
"COLUMN","realtime","schema_migrations","inserted_at","timestamp without time zone","YES","null","null"
"COLUMN","realtime","schema_migrations","version","bigint","NO","null","null"
"COLUMN","realtime","subscription","claims","jsonb","NO","null","null"
"COLUMN","realtime","subscription","claims_role","regrole","NO","null","null"
"COLUMN","realtime","subscription","created_at","timestamp without time zone","NO","null","null"
